Prime name	Color of berry skin	Country or region of origin of the variety	variety_id	Species	VVS2_1	VVS2_2	VVMD5_1	VVMD5_2	VVMD7_1	VVMD7_2	VVMD25_1	VVMD25_2	VVMD27_1	VVMD27_2	VVMD28_1	VVMD28_2	VVMD32_1	VVMD32_2	VRZAG62_1	VRZAG62_2	VRZAG79_1	VRZAG79_2
GEILWEILERHOF 3- 28- 45	BLANC	GERMANY	4506	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	151	228	238	247	249	249	255	182	190	228	244	272	272	204	204	245	259
GEILWEILERHOF B- 4- 6	NOIR	GERMANY	4511	VITIS INTERSPECIFIC CROSSING	125	155	230	230	247	261	241	241	186	218	218	260	272	272	194	202	237	257
GEILWEILERHOF F.S. 4-206- 36	ROSE	GERMANY	4512	VITIS INTERSPECIFIC CROSSING	125	137	230	264	243	251	255	255	180	188	226	236	252	252	188	190	255	259
GEILWEILERHOF F.S. 4-208- 13	NOIR	GERMANY	4513	VITIS INTERSPECIFIC CROSSING	135	155	228	270	243	247	255	255	190	195	244	248	240	240	188	204	245	257
GEILWEILERHOF SBL. 5- 24- 20	BLANC	GERMANY	4515	VITIS INTERSPECIFIC CROSSING	151	159	236	264	249	265	239	249	182	187	228	238	252	252	202	204	243	255
GEILWEILERHOF B- 8- 8	BLANC	GERMANY	4517	VITIS INTERSPECIFIC CROSSING	125	155	230	236	249	261	241	241	186	186	242	244	272	272	202	202	239	259
GEILWEILERHOF B- 8- 20	BLANC	GERMANY	4520	VITIS INTERSPECIFIC CROSSING	141	143	230	264	257	265	239	255	182	187	236	244	252	252	180	194	245	261
GEILWEILERHOF B- 14- 7	NOIR	GERMANY	4523	VITIS INTERSPECIFIC CROSSING	133	159	240	266	249	251	239	267	186	218	218	244	272	272	186	190	251	259
GEILWEILERHOF 31- 17-115	BLANC	GERMANY	4538	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	155	228	238	243	247	241	255	182	182	228	244	272	272	204	204	243	259
GEILWEILERHOF 33- 9-141	ROSE	GERMANY	4542	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	151	151	234	236	243	249	249	255	190	190	234	236	252	272	188	204	245	251
GEILWEILERHOF 37- 28- 75	NOIR	GERMANY	4544	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	151	228	230	239	243	249	249	190	195	228	234	272	272	188	194	247	249
GEILWEILERHOF C- 41- 44	BLANC	GERMANY	4547	VITIS INTERSPECIFIC CROSSING	133	133	230	236	239	253	239	241	186	218	242	258	240	262	188	194	239	257
GEILWEILERHOF C- 43- 39	BLANC	GERMANY	4548	VITIS INTERSPECIFIC CROSSING	125	151	230	236	247	249	263	263	182	218	218	242	240	252	194	202	245	257
CALARDIS MUSQUE	BLANC	GERMANY	4549	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	151	228	230	237	247	237	249	182	190	228	236	250	252	180	188	245	259
GEILWEILERHOF GA- 48- 12	BLANC	GERMANY	4551	VITIS INTERSPECIFIC CROSSING	143	151	230	234	247	251	249	255	182	190	228	236	240	272	180	194	245	261
GEILWEILERHOF KOE- 48- 43	BLANC	GERMANY	4552	VITIS INTERSPECIFIC CROSSING	125	151	228	228	257	261	249	249	186	190	234	242	252	252	194	202	245	259
GEILWEILERHOF KOE- 48- 44	BLANC	GERMANY	4553	VITIS INTERSPECIFIC CROSSING	133	151	234	236	239	247	239	249	195	218	218	228	272	272	194	204	249	257
GEILWEILERHOF GA- 50- 34	BLANC	GERMANY	4557	VITIS INTERSPECIFIC CROSSING	143	151	228	234	243	251	249	255	182	182	228	236	240	252	188	194	245	255
ANDRE	NOIR	CZECH REPUBLIC	456	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	151	230	242	249	257	249	249	180	190	234	246	272	272	194	204	237	247
GEILWEILERHOF GA- 52- 42	BLANC	GERMANY	4561	VITIS INTERSPECIFIC CROSSING	143	151	230	238	237	247	249	255	182	190	228	236	240	272	180	194	245	255
GEILWEILERHOF GA- 58- 14	BLANC	GERMANY	4563	VITIS INTERSPECIFIC CROSSING	143	151	228	234	247	251	249	255	182	190	234	244	256	272	194	204	245	261
GEILWEILERHOF A- 60- 3	NOIR	GERMANY	4564	VITIS INTERSPECIFIC CROSSING	125	135	228	268	247	251	239	255	187	216	228	236	272	272	192	192	255	255
GEILWEILERHOF 67-198- 2	BLANC	GERMANY	4571	VITIS INTERSPECIFIC CROSSING	133	151	228	246	247	251	241	249	182	186	234	258	250	272	194	204	243	259
REGENT	NOIR	GERMANY	4572	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	153	228	240	247	251	241	241	186	190	234	258	240	272	194	204	251	259
GEILWEILERHOF 67-457- 1	NOIR	GERMANY	4573	VITIS INTERSPECIFIC CROSSING	135	151	228	230	237	247	249	255	182	182	228	234	272	272	180	194	243	245
GEILWEILERHOF R.S. 83- 13	BLANC	GERMANY	4580	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	151	228	236	249	257	249	255	182	190	228	234	252	272	194	204	245	245
GEILWEILERHOF A- 89- 10	NOIR	GERMANY	4581	VITIS INTERSPECIFIC CROSSING	143	151	236	254	243	249	239	249	182	218	228	242	272	272	190	204	243	261
GEILWEILERHOF C- 96- 37	BLANC	GERMANY	4582	VITIS INTERSPECIFIC CROSSING	125	155	236	238	247	261	241	241	186	186	234	244	272	272	194	202	237	259
GEILWEILERHOF C- 97- 38	BLANC	GERMANY	4584	VITIS INTERSPECIFIC CROSSING	151	155	230	236	247	257	241	249	186	186	234	244	272	272	194	194	239	259
GEILWEILERHOF C- 97- 45	BLANC	GERMANY	4585	VITIS INTERSPECIFIC CROSSING	151	155	236	238	247	261	241	249	182	186	242	260	252	272	202	202	239	243
GEILWEILERHOF A-100- 3	BLANC	GERMANY	4588	VITIS INTERSPECIFIC CROSSING	125	151	230	230	249	261	255	255	186	218	242	244	240	272	202	202	239	257
GEILWEILERHOF C-116- 53	BLANC	GERMANY	4590	VITIS INTERSPECIFIC CROSSING	137	151	236	236	243	257	255	255	186	190	228	242	240	272	188	194	243	245
GEILWEILERHOF R.S. 276- 2	BLANC	GERMANY	4593	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	151	228	236	249	257	249	255	190	190	228	234	252	272	194	204	245	245
GEILWEILERHOF V. 348	BLANC	GERMANY	4597	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	151	228	230	239	249	249	255	182	186	228	236	272	274	194	204	239	243
GEILWEILERHOF V. 1576	BLANC	GERMANY	4601	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	151	236	238	243	257	249	255	182	186	234	244	256	272	188	194	239	243
GEILWEILERHOF V. 3125	BLANC	GERMANY	4605	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	155	228	238	247	249	241	255	182	182	228	236	252	272	192	204	243	259
GEILWEILERHOF VI. 5861	NOIR	GERMANY	4608	VITIS INTERSPECIFIC CROSSING	125	133	236	236	239	261	239	239	186	218	218	242	240	240	194	202	257	259
GEISENHEIM 1		GERMANY	4609	VITIS RIPARIA MICHAUX	137	143	266	268	251	251	239	239	216	218	244	244			190	190	255	259
ANEB BEN KORELI	BLANC	ALGERIA	461	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	145	230	242	239	243	241	255	180	195	248	258	250	272	186	188	251	257
GEISENHEIM 2	NOIR	GERMANY	4612	VITIS RIPARIA MICHAUX	141	143			239	251	235	239	208	208	220	244	235	235	190	190	255	259
ANEB BOU BEZOUL	BLANC	ALGERIA	462	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	151	230	236	239	251	249	255	180	195	244	248	252	262				
MICHELSREBE	BLANC	GERMANY	4632	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	151	230	240	243	257	249	255	182	186	244	268	252	252	188	194	245	251
GEISENHEIM 23		GERMANY	4633	VITIS INTERSPECIFIC CROSSING	143	143	236	264	245	257	239	255	182	218	234	242	272	272	190	194	243	255
GEISENHEIM 26	NOIR	GERMANY	4634	VITIS INTERSPECIFIC CROSSING	135	143	238	268	247	251	239	255	182	202	236	242	252	252	190	194	257	259
ANEB EL AMAR	NOIR	ALGERIA	464	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	137	228	242	249	249	255	255	182	195	234	248	252	256				
GEISENHEIM 62	NOIR	GERMANY	4645	VITIS INTERSPECIFIC CROSSING	137	143	240	268	243	251	239	255	186	218	218	244	240	240	188	190	239	259
GEISENHEIM 110	NOIR	GERMANY	4660	VITIS INTERSPECIFIC CROSSING	137	155	238	268	247	251	239	255	182	218	236	244	272	272				
GEISENHEIM 112	NOIR	GERMANY	4662	VITIS INTERSPECIFIC CROSSING	135	137	238	268	247	251	239	255	182	216	236	242	272	272	190	192	255	259
ANGELA	BLANC	ITALY	468	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	228	234	247	247	239	241	184	186	236	246	250	262	194	204	247	251
GEISENHEIM 183		GERMANY	4686	VITIS RIPARIA MICHAUX	141	151	268	268	245	265	235	237	200	208	216	242	237	237	190	200	255	255
GEISENHEIM 187		GERMANY	4688	VITIS RUPESTRIS SCHEELE	125	139	252	254	251	255	239	243	206	220	236	246	256	272	180	202	253	257
GEISENHEIM 199		GERMANY	4696	VITIS INTERSPECIFIC CROSSING	133	137	238	266	239	251	239	241	190	202	218	244	240	240	190	194	257	259
GEISENHEIM 209		GERMANY	4702	VITIS INTERSPECIFIC CROSSING	137	151	228	268	239	249	239	249	190	218	234	242	272	272	190	194	245	255
HIBERNAL	BLANC	GERMANY	4711	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	224	236	249	251	241	255	182	188	228	234	250	272	194	204	243	249
GEISENHEIM 324- 58	BLANC	GERMANY	4712	VITIS INTERSPECIFIC CROSSING	139	143	224	236	251	257	243	249	182	190					194	194	243	259
ANGELINA	BLANC	BRAZIL	473	VITIS INTERSPECIFIC CROSSING	133	135	228	242	249	251	241	255	182	186	244	268	252	272	186	194	251	255
GEISENHEIM 6493- 2	NOIR	GERMANY	4737	VITIS INTERSPECIFIC CROSSING	129	143	228	238	239	241	237	255	184	190	244	268	240	240	184	194	255	259
ANGELO LONGO	BLANC	ITALY	475	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	135	230	238	239	249	241	255	182	195	236	244	262	272				
GEMRE KARA	ROUGE	TURKEY	4751	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	145	234	236	233	249	239	239	182	186	236	244	258	272	196	202	243	251
VERIGO	ROUGE	TURKEY	4752	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	145	151	234	242	239	251	239	249	195	195	248	258	250	256	192	204	251	257
GEMRE SIYAH	NOIR	TURKEY	4753	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	143	238	242	247	249	241	249	180	186	244	278	252	252	188	204	255	255
GENDERIL TSIBIL	NOIR	DAGHESTAN	4754	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	145	145			245	249	241	241	180	186			250	252	194	202	239	251
GENERAL	NOIR	FRANCE	4755	VITIS INTERSPECIFIC CROSSING	129	145	228	228	237	255	241	249	182	186	244	258	240	240	181	188	243	259
GENERAL DE LA MARMORA	BLANC	FRANCE	4756	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	238	238	243	247	255	255	182	186	234	236	240	252	188	192	251	259
ANGELO PIROVANO	ROSE	ITALY	476	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	234	238	247	247	255	255	186	186	218	244	240	272	192	204	239	251
GENI	ROUGE	BRAZIL	4762	VITIS INTERSPECIFIC CROSSING	135	143	236	238	247	253	255	257	180	195	234	236	240	272	188	192	243	255
GENK UZUM	BLANC	TURKEY	4763	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	228	238	239	249	239	255	195	195	236	248	252	256	188	194	251	257
GENOUILLET	NOIR	FRANCE	4765	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	139	228	236	249	249	239	239	182	190	218	246	240	272	200	204	243	245
GENOVESE	BLANC	ITALY	4766	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	228	238	239	253	241	249	180	190	236	244	238	262	188	200	251	259
GENUSA TSIBIL	NOIR	DAGHESTAN	4769	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	145	234	242	239	245	241	255	182	193	240	248	250	256	202	202	259	261
GERGELY	BLANC	HUNGARY	4774	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	143	228	236	243	247	239	255	186	195	248	260	252	252	188	204	237	251
GERGERI	BLANC	TURKEY	4775	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	155	228	238	247	249			180	195	236	244			192	200	247	251
GEVREK KARA	NOIR	TURKEY	4780	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	141	143	234	242	239	247	249	255	180	195	234	234	256	256	196	204	237	249
GEZEN DAI	BLANC	DAGHESTAN	4782	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	143	226	236	245	249	239	241	195	195	258	260	252	272	196	200	257	257
SHRKHKAN	BLANC	ARMENIA	4784	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	139	155	226	230	249	249	245	255	186	195	236	244	272	272	196	200	251	257
GINESTRA	BLANC	ITALY	4804	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	145	151	230	238	249	265	239	263	190	190	236	236	240	250	194	194	243	247
GIOVANNA	NOIR	ITALY	4808	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	234	240	233	249	255	255	180	195	244	244	272	272	186	196	243	255
ANGUR SIEKH KALON	NOIR	TAJIKISTAN	481	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	145	228	236	233	247	239	267	180	188	244	244	270	272	196	204	247	253
GIRO NERO	NOIR	SPAIN	4811	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	228	238	247	249	241	249	180	182	236	258	240	262	204	204	247	251
GIROLAMO MOLON	NOIR	ITALY	4812	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	145	228	234	243	251	241	241	186	186	234	268	250	262				
GLACIERE	ROUGE	FRANCE	4819	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	145	234	242	243	243	241	255	180	186	246	258	250	252	188	188	249	251
CONCORD WHITE	BLANC	UNITED STATES OF AMERICA	4821	VITIS INTERSPECIFIC CROSSING	125	133	238	238	235	241	241	241	186	186	230	244	250	272	202	206	247	259
GLENORA	NOIR	UNITED STATES OF AMERICA	4822	VITIS INTERSPECIFIC CROSSING	125	151	236	240	235	253	249	249	186	195	218	226	250	250	188	202	251	265
RIPARIA GLOIRE DE MONTPELLIER		FRANCE	4824	VITIS RIPARIA MICHAUX	141	145	268	268	251	265	237	239	208	212	216	244	237	237	192	200	255	259
GLOIRE DE SEIBEL	BLANC	FRANCE	4825	VITIS INTERSPECIFIC CROSSING	133	147	228	246	247	255	237	243	186	195	252	258	250	272	180	194	257	259
GLORIA	BLANC	GERMANY	4826	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	151	230	234	247	247	249	255	182	195	228	234	252	272	194	204	245	249
GLORIA HUNGARIAE	BLANC	HUNGARY	4830	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	149	234	240	247	249	241	249	184	195	268	268	256	272	186	204	247	257
GLYKOPATI	NOIR	GREECE	4833	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	234	242	239	239			182	182	228	246	250	272				
GOECSEJI ZAMATOS	BLANC	HUNGARY	4843	VITIS INTERSPECIFIC CROSSING	133	143	228	238	237	247	241	241	180	182	238	246	240	258	180	200	255	255
GOEK UEZUEM	BLANC	TURKEY	4847	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	236	240	247	251			180	195	248	258	256	262	204	204	247	249
GOETHE	ROUGE	UNITED STATES OF AMERICA	4851	VITIS INTERSPECIFIC CROSSING	125	135	234	240	235	247	241	255	186	188	230	236	246	252	192	206	239	247
GOETHE 3		AUSTRIA	4854	VITIS INTERSPECIFIC CROSSING	135	139	254	264	251	259	237	239	187	218	234	236	237	237	190	198	255	261
GOETHE 9		AUSTRIA	4855	VITIS RUPESTRIS SCHEELE	137	141	264	266	251	265	238	247	187	220	236	240	237	237	202	202	261	261
GOFF	NOIR	UNITED STATES OF AMERICA	4856	VITIS INTERSPECIFIC CROSSING	123	133	230	240	241	247			186	186			240	272	192	202	237	247
GOHER PIROS	ROUGE	HUNGARY	4861	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	153	240	242	239	249	239	241	182	195	234	248	248	272	188	204	249	259
GOK ALA	NOIR	DAGHESTAN	4862	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	234	238	235	249	241	255	180	186	234	258	252	272	194	200	249	251
GOK ISYUM	BLANC	DAGHESTAN	4863	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	145	145	242	242	245	249			176	182					202	202	251	259
GOLD COIN	BLANC	UNITED STATES OF AMERICA	4865	VITIS INTERSPECIFIC CROSSING	133	135	236	236	235	247	241	241	186	186	230	236	248	272	204	206	251	259
GOLDBURGER	BLANC	AUSTRIA	4868	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	240	240	239	247	241	255	190	190	258	268	240	240	194	196	251	259
ANNAMARIA	BLANC	ITALY	487	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	228	238	247	249	239	241	182	195	218	234	264	272	186	204	257	257
GOLDEN DROP	BLANC	UNITED STATES OF AMERICA	4875	VITIS INTERSPECIFIC CROSSING	133	151	230	230	243	249	241	249	180	200	226	232	248	272	202	204	247	265
GOLDEN HAMBURGH	BLANC		4879	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	137	228	240	247	249	255	255	180	182	234	244	240	272	192	204	255	259
GOLDEN MUSCAT	BLANC	UNITED STATES OF AMERICA	4881	VITIS INTERSPECIFIC CROSSING	125	149	240	240	235	249	249	249	186	186	230	244	272	272	186	202	239	259
GOLDEN QUEEN	BLANC	UNITED KINGDOM	4882	VITIS INTERSPECIFIC CROSSING	151	151	238	238	249	249	249	255	180	182	226	254	252	272	186	202	247	247
GOLDRIESLING	BLANC	FRANCE	4884	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	151	228	230	239	249	249	255	182	190	228	236	252	272	194	204	245	245
GOLIA	NOIR	ITALY	4886	VITIS INTERSPECIFIC CROSSING	137	145	266	270	249	257	237	241	208	208	220	258	237	237	190	196	255	263
GOLUBOK	NOIR	UKRAINE	4888	VITIS INTERSPECIFIC CROSSING	129	133	238	248	239	241	237	239	182	184	244	252	240	272	184	188	255	259
GOMBAS BIAL	BLANC		4889	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	145	238	248	239	249	249	249	180	182	244	258	252	272	188	200	251	259
GOMIS TETRI	BLANC	GEORGIA	4890	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	145	240	242					180	190	244	254	250	250				
GONCALO PIRES	NOIR	PORTUGAL	4891	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	228	238	239	243			182	182					188	196	247	259
GORDIN	BLANC	MOLDOVA	4901	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	135	228	248	239	239	239	255	180	182	228	236	264	272	188	196	237	259
GORDIN VERDE	BLANC	MOLDOVA	4903	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	234	236	239	249	239	249	188	195	236	260	272	272	194	196	243	251
GORGOLLASA	NOIR	SPAIN	4904	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	151	224	242	239	249	255	263	180	195	234	258	240	272	188	204	257	261
GOROMBASZOELOE	NOIR	HUNGARY	4907	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	145	228	228	247	249	239	241	186	195	248	260	272	272	188	194	249	251
FRANC NOIR DE LA HAUTE SAONE	NOIR	FRANCE	4916	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	143	230	236	243	249	239	255	180	190	218	228	240	272	188	204	237	245
ANSONICA	BLANC	ITALY	492	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	228	242	239	247	241	255	180	184	228	258	252	258	188	202	247	251
ANTAO VAZ	BLANC	PORTUGAL	493	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	145	151	236	238	249	263	241	257	182	184	234	254	240	256	204	204	247	247
GREACA	BLANC	ROMANIA	4959	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	228	228	239	249	239	249	186	195	234	258	240	272				
GREC ROUGE	ROUGE	FRANCE	4962	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	230	238	247	253	241	255	186	186	236	258	256	262	188	194	239	251
GRECHETTO BIANCO	BLANC	ITALY	4966	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	145	228	238	239	249	239	241	186	192	236	258	252	258	194	200	243	247
GRECHETTO ROSSO	NOIR	ITALY	4967	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	155	234	240	243	263	239	241	186	190	236	258	250	256	188	194	251	259
GRECO BIANCO DI TUFO	BLANC	ITALY	4970	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	155	230	234	247	249	239	241	186	190	228	236	252	252	202	204	243	251
GRECO NERO	NOIR	ITALY	4971	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	137	228	228	239	247	255	255	190	195	218	244	250	250				
GREG	BLANC	SPAIN	4975	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	236	238	239	239	239	249	186	190	258	260	256	272				
GARNACHA ROJA	GRIS	SPAIN	4980	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	145	228	242	239	243	241	255	195	195	244	244	240	250	188	188	257	257
DOMINGA	BLANC	SPAIN	4985	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	149	228	248	239	249	249	255	186	195	244	244	272	272	188	204	251	257
ASPROUDA SANTORINES	BLANC	GREECE	4989	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	145	228	234	249	259			182	182	244	278	256	272	194	196	259	259
ASPROUDA PATRON	BLANC	GREECE	4990	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	228	240	239	239			182	182	236	258	250	272				
PLATYRACHO	BLANC	GREECE	4994	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	145	234	242	249	249	239	241	182	195	236	248	252	262				
GOLD	BLANC	UNITED STATES OF AMERICA	4997	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	135	236	240	239	249	255	255	180	180	236	244	250	272	186	188	255	255
DIVROMO	BLANC	GREECE	5003	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	145	228	238	239	253			190	190	236	244	252	284	188	192	243	245
VIOLENTO	ROSE	GREECE	5007	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	234	238	239	249			180	182	258	258	252	262				
VOIDOMATIS	NOIR	GREECE	5008	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	228	238	243	249			182	182	228	258	252	252	188	200	251	259
NEBBIOLO D'ANTOM	NOIR	ITALY	501	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	139	234	242	247	249	239	247	180	186	236	244	262	272	188	204	239	251
GEMERO	ROUGE	GREECE	5010	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	145	228	228	239	249	241	249	180	186	234	244	250	258	188	200	251	251
GREZOT 1	NOIR	FRANCE	5015	VITIS INTERSPECIFIC CROSSING	137	151	254	270	239	249	237	263	180	212	242	244	238	238	188	191	255	261
GRIGNOLINO	NOIR	ITALY	5019	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	135	228	248	247	255	239	255	182	190	258	258	240	264	194	204	251	259
GRILLO	BLANC	ITALY	5021	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	149	228	230	249	249	249	255	180	195	236	244	252	272	186	202	247	251
GRIMALDI 88	BLANC	ITALY	5025	VITIS INTERSPECIFIC CROSSING	137	143	228	254	249	249	239	241	182	208	244	250	252	252	202	202	251	255
GRIMALDI 317	BLANC	ITALY	5031	VITIS INTERSPECIFIC CROSSING	137	143	228	254	239	249	239	255	180	208	234	250	250	250	194	202	249	255
GRIMALDI 444		ITALY	5032	VITIS INTERSPECIFIC CROSSING	137	143	236	238	231	257	237	262	190	206	242	242	252	252	196	214	243	259
GRIMALDI 854	BLANC	ITALY	5039	VITIS INTERSPECIFIC CROSSING	137	143	228	228	239	249	237	255	180	190	236	258	252	252	194	202	249	255
GRIMALDI 953	NOIR	ITALY	5046	VITIS INTERSPECIFIC CROSSING	135	137	228	242	243	261	237	255	195	208	244	246	250	250	188	190	257	257
GRIMALDI 1132	NOIR	ITALY	5051	VITIS INTERSPECIFIC CROSSING	137	143	234	254	249	253	237	267	190	195	236	244	272	272	200	202	251	261
GRIMALDI 2413		ITALY	5057	VITIS INTERSPECIFIC CROSSING	143	151	236	242	239	257	255	262	180	190	236	236	252	252	186	196	243	251
GRINGET	BLANC	FRANCE	5061	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	151	230	238	247	257	241	249	180	190	234	264	252	272	194	196	251	259
GRISA NERA	NOIR	ITALY	5065	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	139	228	238	247	247	241	255	186	186	236	244	240	252	196	200	243	259
